Rating;Rating Agency;Corporation;Year;Default Probability;Predicted Rating
B;Egan-Jones Ratings Company;MERITOR, INC;2015;0.000000656514720;BBB
BB-;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2015;0.000037588675186;BB
BB-;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2015;0.000037593506481;BB
BB-;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2015;0.000034099190710;BB
BB-;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2015;0.000037428749550;BB
A-;Egan-Jones Ratings Company;MICROCHIP TECHNOLOGY;2015;0.000099651862412;AAA
A-;Egan-Jones Ratings Company;MICROCHIP TECHNOLOGY;2015;0.000444386605826;AAA
BBB+;Egan-Jones Ratings Company;MICROCHIP TECHNOLOGY;2015;0.000377949600406;AAA
BB+;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2015;0.000100369796629;BB
BB+;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2015;0.000102187514928;BB
BB+;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2015;0.000208382921354;BB
BB+;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2015;0.000188189758524;BB
BB+;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2015;0.000212112668895;BB
AA;Egan-Jones Ratings Company;MICROSOFT CORPORATION;2015;0.999279030172279;AA
AA;Egan-Jones Ratings Company;MICROSOFT CORPORATION;2015;0.999312020316657;AA
AA;Egan-Jones Ratings Company;MICROSOFT CORPORATION;2015;0.999236955675646;AA
AA;Egan-Jones Ratings Company;MICROSOFT CORPORATION;2015;0.999253577505612;AA
BBB;Egan-Jones Ratings Company;MOHAWK INDUSTRIES, INC.;2015;0.000018589201833;B
BBB;Egan-Jones Ratings Company;MOHAWK INDUSTRIES, INC.;2015;0.000012963390977;B
BBB;Egan-Jones Ratings Company;MOHAWK INDUSTRIES, INC.;2015;0.000014618186131;B
BBB-;Egan-Jones Ratings Company;MONDELEZ INTERNATIONAL, INC;2015;0.000009006212969;B
BBB-;Egan-Jones Ratings Company;MONDELEZ INTERNATIONAL, INC;2015;0.000005554351579;B
BBB-;Egan-Jones Ratings Company;MONDELEZ INTERNATIONAL, INC;2015;0.000005075661240;B
BBB-;Egan-Jones Ratings Company;MONDELEZ INTERNATIONAL, INC;2015;0.000004537975448;B
A;Egan-Jones Ratings Company;MOSAIC COMPANY;2015;0.000019042229256;AAA
A;Egan-Jones Ratings Company;MOSAIC COMPANY;2015;0.000016850134986;AAA
BBB+;Egan-Jones Ratings Company;MOTOROLA SOLUTIONS, INC;2015;0.000102735662005;AAA
BBB+;Egan-Jones Ratings Company;MOTOROLA SOLUTIONS, INC;2015;0.000104688819648;AAA
BBB;Egan-Jones Ratings Company;MOTOROLA SOLUTIONS, INC;2015;0.000092806219041;AAA
BBB-;Moody's Investors Service;MPLX LP;2015;0.000000125310727;B
BBB-;Moody's Investors Service;MPLX LP;2015;0.000000123260194;B
BBB-;Standard & Poor's Ratings Services;MPLX LP;2015;0.000134887510509;B
B+;Standard & Poor's Ratings Services;MRC Global (US) Inc.;2015;0.000053604126539;BBB
B+;Standard & Poor's Ratings Services;MRC Global (US) Inc.;2015;0.000052850706155;BBB
BB+;Standard & Poor's Ratings Services;MSCI Inc.;2015;0.000047563607772;BB
BB;Moody's Investors Service;MSCI Inc.;2015;0.000000291576673;BB
BB+;Standard & Poor's Ratings Services;MSCI Inc.;2015;0.000041328612470;BB
BBB+;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2015;0.000219683397898;AAA
BBB+;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2015;0.000215848643216;AAA
BBB;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2015;0.000267943913826;AAA
BBB-;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2015;0.000263397715289;AAA
BB+;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2015;0.000095665221494;BB
BBB-;Standard & Poor's Ratings Services;Macquarie Infrastructure Corporation;2015;0.000001991051246;B
BBB-;Standard & Poor's Ratings Services;Macquarie Infrastructure Corporation;2015;0.000003149225580;B
AAA;Standard & Poor's Ratings Services;Madison Gas & Electric Co.;2015;0.000023867710759;A
AAA;Standard & Poor's Ratings Services;Madison Gas & Electric Co.;2015;0.000044392304293;A
A;Standard & Poor's Ratings Services;Magellan Midstream Partners LP;2015;0.000188694768379;B
BBB+;Moody's Investors Service;Magellan Midstream Partners, L.P.;2015;0.000000681704797;B
BBB+;Moody's Investors Service;Magna International Inc.;2015;0.000000793657927;B
BBB;Standard & Poor's Ratings Services;ManpowerGroup Inc.;2015;0.000121513863041;B
BBB+;Moody's Investors Service;ManpowerGroup Inc.;2015;0.000000130777976;B
BBB+;Moody's Investors Service;ManpowerGroup Inc.;2015;0.000000081307874;B
BBB+;Moody's Investors Service;Marathon Oil Corporation;2015;0.000000329500247;B
BBB;Fitch Ratings;Marathon Petroleum Corporation;2015;0.000001379103759;B
BBB;Moody's Investors Service;Marathon Petroleum Corporation;2015;0.000001649162902;B
BB+;Fitch Ratings;Masco Corporation;2015;0.000000145402919;BB
BB;Moody's Investors Service;Masco Corporation;2015;0.000000197007828;BB
BB+;Fitch Ratings;Masco Corporation;2015;0.000000143653402;BB
BB-;Standard & Poor's Ratings Services;Masonite International Corp.;2015;0.000045336533718;BB
BB-;Standard & Poor's Ratings Services;Masonite International Corp.;2015;0.000046180301819;BB
BB;Standard & Poor's Ratings Services;Masonite International Corp.;2015;0.000040657893428;BB
B-;Moody's Investors Service;Matador Resources Company;2015;0.000000032529347;BBB
A;Standard & Poor's Ratings Services;McCormick & Co. Inc.;2015;0.000081290528331;AAA
A-;Standard & Poor's Ratings Services;McCormick & Co. Inc.;2015;0.000072875772160;AAA
B+;Standard & Poor's Ratings Services;Mercer International Inc.;2015;0.000133186572107;BBB
AAA;Standard & Poor's Ratings Services;Merck Sharpe & Dohme Corp.;2015;0.000123850937566;A
BB-;Moody's Investors Service;Meritage Homes Corporation;2015;0.000000589466418;BB
BB-;Fitch Ratings;Meritage Homes Corporation;2015;0.000000702849920;BB
BB-;Standard & Poor's Ratings Services;Meritage Homes Corporation;2015;0.000088516934924;BB
B;Moody's Investors Service;Meritor, Inc.;2015;0.000000003918725;BBB
B;Moody's Investors Service;Meritor, Inc.;2015;0.000000005357491;BBB
B+;Standard & Poor's Ratings Services;Michael Baker International LLC;2015;0.000134832400616;BBB
B;Moody's Investors Service;Michael Baker International, LLC;2015;0.000001065873314;BBB
BBB-;Standard & Poor's Ratings Services;Microchip Technology Inc.;2015;0.000222745876148;B
BB;Standard & Poor's Ratings Services;Micron Technology Inc.;2015;0.000136957135552;BB
BB;Standard & Poor's Ratings Services;Micron Technology Inc.;2015;0.000281488984012;BB
BB;Standard & Poor's Ratings Services;Micron Technology Inc.;2015;0.000272192152430;BB
BB;Standard & Poor's Ratings Services;Micron Technology Inc.;2015;0.000240267020032;BB
AAA;Standard & Poor's Ratings Services;Microsoft Corp.;2015;0.000589253931121;A
BB+;Fitch Ratings;Millicom International Cellular S.A.;2015;0.000000313740324;BB
BB;Standard & Poor's Ratings Services;Minerals Technologies Inc.;2015;0.000063714036417;BB
BB;Moody's Investors Service;Minerals Technologies Inc.;2015;0.000000472322734;BB
BB;Standard & Poor's Ratings Services;Minerals Technologies Inc.;2015;0.000068499414208;BB
BB;Moody's Investors Service;Minerals Technologies Inc.;2015;0.000000484780068;BB
BB+;Standard & Poor's Ratings Services;Mobile TeleSystems PJSC;2015;0.000036986660231;BB
BB+;Moody's Investors Service;Mobile TeleSystems PJSC;2015;0.000000289967973;BB
BBB;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2015;0.000160645806028;B
A;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2015;0.000266134730263;B
A;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2015;0.000243972915690;B
BBB;Fitch Ratings;Mohawk Industries, Inc.;2015;0.000000123215205;B
BBB;Standard & Poor's Ratings Services;Mondelez International, Inc.;2015;0.000189610081243;B
BBB;Fitch Ratings;Mondelez International, Inc.;2015;0.000000205847915;B
BBB;Standard & Poor's Ratings Services;Mondelez International, Inc.;2015;0.000152508142006;B
BBB;Standard & Poor's Ratings Services;Mondelez International, Inc.;2015;0.000193882770984;B
BBB;Standard & Poor's Ratings Services;Mondelez International, Inc.;2015;0.000158746556490;B
BBB;Fitch Ratings;Mondelez International, Inc.;2015;0.000000157919938;B
BBB;Fitch Ratings;Mondelez International, Inc.;2015;0.000000161245866;B
BBB+;Moody's Investors Service;Mondelez International, Inc.;2015;0.000000216824363;B
BBB-;Moody's Investors Service;Motorola Solutions, Inc.;2015;0.000000377635918;B
BB;Moody's Investors Service;Murphy Oil USA Inc.;2015;0.000000909415683;BB
BB+;Standard & Poor's Ratings Services;Murphy Oil USA, Inc.;2015;0.000066286853098;BB
BB+;Standard & Poor's Ratings Services;Murphy Oil USA, Inc.;2015;0.000072358207117;BB
BBB-;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2015;0.000155371855912;B
BB+;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2015;0.000249825919838;BB
BB+;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2015;0.000237161853857;BB
BBB;Egan-Jones Ratings Company;NASDAQ, INC;2015;0.000036723981104;B
BBB;Egan-Jones Ratings Company;NASDAQ, INC;2015;0.000051217840466;B
BBB;Egan-Jones Ratings Company;NASDAQ, INC;2015;0.000036520562674;B
BBB;Egan-Jones Ratings Company;NASDAQ, INC;2015;0.000041854589439;B
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2015;0.000121118809182;AAA
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2015;0.000167259665130;AAA
BBB+;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2015;0.000112700781973;AAA
BBB;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2015;0.000065018277276;AAA
A-;Egan-Jones Ratings Company;NATIONAL GRID PLC;2015;0.000004154140926;AAA
BB;Standard & Poor's Ratings Services;NCR Corp.;2015;0.000035517492509;BB
BB;Standard & Poor's Ratings Services;NCR Corp.;2015;0.000038107228395;BB
BB;Standard & Poor's Ratings Services;NCR Corp.;2015;0.000033770652254;BB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2015;0.000153499733072;BBB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2015;0.000254050982425;BBB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2015;0.000211917150918;BBB
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2015;0.000016947920919;AAA
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2015;0.000016487793789;AAA
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2015;0.000016935592358;AAA
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2015;0.000017636662452;AAA
A-;Egan-Jones Ratings Company;NEWELL BRANDS INC;2015;0.000024415250372;AAA
A+;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2015;0.174128061912427;AAA
A+;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2015;0.133669633112912;AAA
A+;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2015;0.138395077331091;AAA
A+;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2015;0.125921256132386;AAA
BB-;Standard & Poor's Ratings Services;NGL Energy Partners LP;2015;0.000144762866962;BB
BB-;Fitch Ratings;NGL Energy Partners LP;2015;0.000000958411035;BB
B-;Fitch Ratings;NGL Energy Partners LP;2015;0.000000905866714;BB
AA-;Standard & Poor's Ratings Services;NIKE Inc.;2015;0.467402160711060;AA
A+;Moody's Investors Service;NIKE, Inc.;2015;0.000045118345645;AAA
CCC+;Moody's Investors Service;NN, Inc.;2015;0.000000769740857;BB
BB-;Standard & Poor's Ratings Services;NN, Inc.;2015;0.000094205887485;BB
A;Egan-Jones Ratings Company;NORDSTROM, INC;2015;0.000040645312929;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2015;0.000036456376822;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2015;0.000037447113445;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2015;0.000049092416487;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2015;0.000035940811026;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2015;0.000033834762844;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2015;0.000026499230779;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2015;0.000028345877204;AAA
A-;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2015;0.000025087902503;AAA
A-;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2015;0.000026482984599;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2015;0.000017041862912;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2015;0.000016807366939;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2015;0.000017978686960;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2015;0.000018224046002;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2015;0.000015276561032;AAA
A+;Egan-Jones Ratings Company;NORTHWEST NATURAL GAS COMPANY;2015;0.000165729422948;AAA
A+;Egan-Jones Ratings Company;NORTHWEST NATURAL GAS COMPANY;2015;0.000113363979377;AAA
A+;Egan-Jones Ratings Company;NORTHWEST NATURAL GAS COMPANY;2015;0.000122931200566;AAA
A+;Egan-Jones Ratings Company;NORTHWEST NATURAL GAS COMPANY;2015;0.000165600707314;AAA
AA-;Egan-Jones Ratings Company;NOVARTIS AG;2015;0.999584142682244;AA
AA;Egan-Jones Ratings Company;NOVARTIS AG;2015;0.999695853541407;AA
AA;Egan-Jones Ratings Company;NOVARTIS AG;2015;0.999608958806303;AA
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2015;0.000036822111175;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2015;0.000019712733154;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2015;0.000019640640152;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2015;0.000028511730480;BBB
BBB;Egan-Jones Ratings Company;NUCOR CORPORATION;2015;0.000147558041152;B
BBB;Egan-Jones Ratings Company;NUCOR CORPORATION;2015;0.000219740235068;B
BBB;Egan-Jones Ratings Company;NUCOR CORPORATION;2015;0.000214406593560;B
BBB;Egan-Jones Ratings Company;NUCOR CORPORATION;2015;0.000195946909020;B
BB+;Standard & Poor's Ratings Services;NVIDIA Corp.;2015;0.000096089250719;BB
BB-;Standard & Poor's Ratings Services;NXP Semiconductors N.V.;2015;0.000133984226267;BB
BB-;Standard & Poor's Ratings Services;NXP Semiconductors N.V.;2015;0.000119606563602;BB
BB-;Standard & Poor's Ratings Services;NXP Semiconductors N.V.;2015;0.000139239724389;BB
BB;Moody's Investors Service;NXP Semiconductors N.V.;2015;0.000000785011154;BB
A;Standard & Poor's Ratings Services;Nabors Industries Inc.;2015;0.000982287981527;B
BBB-;Standard & Poor's Ratings Services;Nabors Industries Inc.;2015;0.000552155971564;B
CCC+;Moody's Investors Service;National Air Cargo Holdings, Inc.;2015;0.000000616106262;C
CCC;Moody's Investors Service;National Air Cargo Holdings, Inc.;2015;0.000000557389353;C
BBB;Standard & Poor's Ratings Services;National Fuel Gas Co.;2015;0.334948924848545;AAA
A;Standard & Poor's Ratings Services;National Fuel Gas Co.;2015;0.306161080304924;AAA
BBB;Moody's Investors Service;National Fuel Gas Company;2015;0.000025702742963;B
A-;Standard & Poor's Ratings Services;National Grid Gas PLC;2015;0.000020439201539;AAA
A;Standard & Poor's Ratings Services;National Grid Gas PLC;2015;0.000022780024067;AAA
BBB+;Moody's Investors Service;National Grid North America Inc.;2015;0.000000153626324;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2015;0.000142264969753;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2015;0.000195003136827;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2015;0.000202154278247;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2015;0.000000149119840;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2015;0.000000108308833;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2015;0.000099471162450;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2015;0.000133766017389;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2015;0.000000082133040;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2015;0.000000096965145;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2015;0.000000080840137;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2015;0.000114825346755;B
B+;Standard & Poor's Ratings Services;Netflix Inc;2015;0.000060820075518;BB
B+;Standard & Poor's Ratings Services;Netflix Inc;2015;0.000062312660630;BB
B+;Standard & Poor's Ratings Services;Netflix Inc;2015;0.000079012302869;BB
B+;Moody's Investors Service;Netflix, Inc.;2015;0.000001011219415;BBB
BBB+;Standard & Poor's Ratings Services;NewMarket Corporation;2015;0.000166597305177;B
BBB;Standard & Poor's Ratings Services;Newell Brands Inc.;2015;0.000117804186847;B
BBB;Standard & Poor's Ratings Services;Newell Brands Inc.;2015;0.000062525053254;B
BBB;Standard & Poor's Ratings Services;Newell Brands Inc.;2015;0.000071671200041;B
BBB+;Moody's Investors Service;NextEra Energy, Inc.;2015;0.000009336873462;B
A;Standard & Poor's Ratings Services;Norfolk Southern Corp.;2015;0.000350499579916;B
BBB;Moody's Investors Service;Northrop Grumman Corporation;2015;0.000000469654050;B
AA-;Standard & Poor's Ratings Services;Northwest Natural Gas Co.;2015;0.649993018445298;AA
AA-;Standard & Poor's Ratings Services;Novartis AG;2015;0.999995135107841;AA
AA-;Moody's Investors Service;Novartis AG;2015;0.999310010360564;AA
AA-;Standard & Poor's Ratings Services;Novartis AG;2015;0.999995281788219;AA
AA;Standard & Poor's Ratings Services;Nucor Corp.;2015;0.603443493480595;AA
AA-;Egan-Jones Ratings Company;O'REILLY AUTOMOTIVE, INC.;2015;0.999165687211102;AA
AA-;Egan-Jones Ratings Company;O'REILLY AUTOMOTIVE, INC.;2015;0.999375354753258;AA
AA-;Egan-Jones Ratings Company;O'REILLY AUTOMOTIVE, INC.;2015;0.999298292117482;AA
AA-;Egan-Jones Ratings Company;O'REILLY AUTOMOTIVE, INC.;2015;0.999150669524470;AA
BBB+;Moody's Investors Service;O'Reilly Automotive Inc;2015;0.000011890164524;B
BBB+;Standard & Poor's Ratings Services;O'Reilly Automotive Inc.;2015;0.000486994947015;B
BB-;Egan-Jones Ratings Company;OASIS PETROLEUM INC;2015;0.000200690890671;BB
B;Egan-Jones Ratings Company;OASIS PETROLEUM INC;2015;0.000215908760864;BB
B;Egan-Jones Ratings Company;OASIS PETROLEUM INC;2015;0.000194259492598;BB
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2015;0.000092432341930;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2015;0.000123494318246;AAA
A-;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2015;0.000111502282241;AAA
A-;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2015;0.000100567969607;AAA
BBB+;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2015;0.000107874450527;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2015;0.000028971153421;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2015;0.000027428840504;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2015;0.000024602888330;AAA
BBB-;Egan-Jones Ratings Company;OLIN CORPORATION;2015;0.000058739573706;B
BBB-;Egan-Jones Ratings Company;OLIN CORPORATION;2015;0.000060860445612;B
BBB-;Egan-Jones Ratings Company;OLIN CORPORATION;2015;0.000032484978084;B
BBB-;Egan-Jones Ratings Company;OLIN CORPORATION;2015;0.000057155109044;B
BB+;Egan-Jones Ratings Company;OLIN CORPORATION;2015;0.000072484835101;BB
A;Egan-Jones Ratings Company;OMNICOM GROUP INC;2015;0.000011014884395;AAA
A;Egan-Jones Ratings Company;OMNICOM GROUP INC;2015;0.000012440282868;AAA
A;Egan-Jones Ratings Company;OMNICOM GROUP INC;2015;0.000010861019876;AAA
A;Egan-Jones Ratings Company;OMNICOM GROUP INC;2015;0.000013672941695;AAA
A;Standard & Poor's Ratings Services;ONE Gas, Inc.;2015;0.000056676437951;AAA
A-;Standard & Poor's Ratings Services;ONE Gas, Inc.;2015;0.000050813098102;AAA
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2015;0.000015453717948;B
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2015;0.000022039769531;B
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2015;0.000011074489227;B
BBB-;Egan-Jones Ratings Company;ONEOK, INC.;2015;0.000015119111458;B
BB+;Moody's Investors Service;ONEOK, Inc.;2015;0.000000523466630;BB
AA;Egan-Jones Ratings Company;ORACLE CORPORATION;2015;0.999472432739225;AA
AA;Egan-Jones Ratings Company;ORACLE CORPORATION;2015;0.999371397234387;AA
AA-;Egan-Jones Ratings Company;ORACLE CORPORATION;2015;0.999670572024604;AA
AA-;Egan-Jones Ratings Company;ORACLE CORPORATION;2015;0.999695612534890;AA
BBB-;Standard & Poor's Ratings Services;OSI Restaurant Partners LLC;2015;0.000139492910123;B
BBB-;Standard & Poor's Ratings Services;OSI Restaurant Partners LLC;2015;0.000157707931802;B
BB+;Moody's Investors Service;OSI Restaurant Partners, LLC;2015;0.000023344792353;BB
BB+;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2015;0.000019826687809;BB
BB+;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2015;0.000017633984968;BB
BB+;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2015;0.000017135109816;BB
BBB-;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2015;0.000119784193754;B
A-;Egan-Jones Ratings Company;OWENS & MINOR, INC;2015;0.000062403092618;AAA
A-;Egan-Jones Ratings Company;OWENS & MINOR, INC;2015;0.000060722246861;AAA
A-;Egan-Jones Ratings Company;OWENS & MINOR, INC;2015;0.000058279495930;AAA
